place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNXbkllZXBRRRAB,5,"We bought 40 LG TV and Bosch washing Machine, sales Executives are really helpful in choosing and also they are offering wide combo ranges. Worth for money... They Made our day..",2 years ago,2022-09-10 12:50:36.521275,Thank you for your feedback.,2 years ago,2022-09-10 12:50:36.521275,0,171,122,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNXbk11cVpBEAE,1,Worst store.please dont go and buy....its very worst ....MD should have look....very very poor service....false commintment after awaiting for  2 days fails to give consumer product being a full cash payment customer ...think before proceed....,2 years ago,2022-09-10 12:50:36.577763,Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to +91 78248 37672. We will check with the concerned teams and get back to you.,2 years ago,2022-09-10 12:50:36.577763,0,2,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNXbk5TZ0xnEAE,5,,2 years ago,2022-09-10 12:50:36.621446,,,,0,6,4,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNXc0tHZE93EAE,5,Good customer service experience,2 years ago,2022-09-10 12:50:36.637208,Thank you for your feedback.,2 years ago,2022-09-10 12:50:36.637208,0,108,465,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtbl9HX293RRAB,5,God,2 years ago,2022-09-10 12:50:36.692208,Thank you for your feedback.,2 years ago,2022-09-10 12:50:36.692208,0,3,,False,Gud,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtNzRhSmZBEAE,2,Price exorbitant. Compared to other shops. Too many staffs who dont bother about customers. Especially 1 floor. Owner manager should check CCTV.,2 years ago,2022-09-10 12:50:36.716736,Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to +91 78248 37672. We will check with the concerned teams and get back to you.,2 years ago,2022-09-10 12:50:36.716736,0,104,24,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtcjdTOER3EAE,5,,2 years ago,2022-09-10 12:50:37.683273,,,,0,7,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtejd6ekl3EAE,1,,2 years ago,2022-09-10 12:50:37.690624,,,,0,11,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtdF9xc1pBEAE,5,,2 years ago,2022-09-10 12:50:37.690624,,,,0,5,3,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtbDhpZFFBEAE,3,,2 years ago,2022-09-10 12:50:37.690624,,,,0,1,1,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtcDV6bUhREAE,1,,2 years ago,2022-09-10 12:50:37.700692,,,,0,6,11,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtdTZEcFZnEAE,5,Super,2 years ago,2022-09-10 12:50:37.700692,,,,0,60,49,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtMF9YOHp3RRAB,5,Best place to buy Products correct price,2 years ago,2022-09-10 12:50:37.715206,Thank you for your feedback.,2 years ago,2022-09-10 12:50:37.715206,0,9,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtX2RIbEp3EAE,4,,2 years ago,2022-09-10 12:50:37.721741,,,,0,21,,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtM2RtZFJREAE,4,I am liked but one thing some prodect rate is very high,2 years ago,2022-09-10 12:50:37.721741,,,,0,9,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtcmNDa3pnRRAB,5,Good place to buy appliances,2 years ago,2022-09-10 12:50:37.731253,Thank you for your valuable feedback.,2 years ago,2022-09-10 12:50:37.731253,0,31,76,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtemRpVFF3EAE,4,,2 years ago,2022-09-10 12:50:39.013608,,,,0,58,6,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtbGZhYTVBRRAB,5,,2 years ago,2022-09-10 12:50:39.029494,,,,0,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtNmNla21nRRAB,1,we bought 42000 worth panasonic TV from vasanth & co . They said they will offer a tawa as a gift for this TV . Its been 2 weeks there is no response from their side we still didnt receive our gift even they are not picking up our calls.,2 years ago,2022-09-10 12:50:39.037388,"Sorry for the inconvenience, few customer will negotiate more discount in that case we cant provide gift. please share your invoice number and contact details we will connect with you.",2 years ago,2022-09-10 12:50:39.037388,1,5,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtM3VEd1Z3EAE,4,,2 years ago,2022-09-10 12:50:39.099714,,,,0,12,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtbnZXQ1Z3EAE,1,Very poor service... nothing good,2 years ago,2022-09-10 12:50:39.128306,Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to digitalmarketing@vasanthandco.co We will check with the concerned teams and get back to you.,2 years ago,2022-09-10 12:50:39.128306,0,2,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtaHR2b3dnRRAB,5,,2 years ago,2022-09-10 12:50:39.190487,,,,0,4,2,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtLXBldDh3RRAB,5,,2 years ago,2022-09-10 12:50:39.213711,,,,0,3,3,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtZ3FMT2p3RRAB,4,Too many sales persons.,2 years ago,2022-09-10 12:50:39.239910,,,,0,31,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtN0xIejNBRRAB,4,,2 years ago,2022-09-10 12:50:39.274036,,,,0,160,3,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtOU4zMVp3EAE,5,,2 years ago,2022-09-10 12:50:39.299673,,,,0,3,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtdExudTJ3RRAB,1,I bought chimminy in vasant & co they told 2 days they will come for installation but they wont come. They wont pick the call also worst experience. I thought of returning the product. They will sell the product but for installation they itself dont know. In working days also they wont respond for the reception call. Still I have the product in my home kept seperately. See the below photo for reference I bought last week but kept in showcase.,2 years ago,2022-09-10 12:50:40.490822,Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to complaints@vasanthandco.co We will check with the concerned teams and get back to you.,2 years ago,2022-09-10 12:50:40.490822,2,4,1,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtdExianBRRRAB,5,,2 years ago,2022-09-10 12:50:40.581318,,,,0,12,1,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtbE9uaE9BEAE,4,,2 years ago,2022-09-10 12:50:40.591901,,,,0,13,,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURtLUt5MktREAE,5,,2 years ago,2022-09-10 12:50:40.601972,,,,0,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtOEtUNGdnRRAB,4,So crowded. We must avoid durng such pandemic. Price moderate. Product explained in detailed. Booked a product. Once received only i will come to know about after sales service.,2 years ago,2022-09-10 12:50:40.617635,Greetings! We regret the inconvenience caused. Please share your invoice number we will check with concerned team and revert.,2 years ago,2022-09-10 12:50:40.617635,0,9,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURtd01hU3N3RRAB,5,,2 years ago,2022-09-10 12:50:40.668489,,,,0,32,95,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtc08zd1BREAE,4,Normal shopping for households. Ok,2 years ago,2022-09-10 12:50:40.681104,"Thank you, please share your feedback at feedback@vasanthandco.co we will consider it for the better development in future.",2 years ago,2022-09-10 12:50:40.681104,0,217,9,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtdDkycmt3RRAB,5,,2 years ago,2022-09-10 12:50:40.720139,,,,0,51,,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtcmFUSmlBRRAB,1,Cant able give zero star. Very very worst in customer care services. I bought Panasonic inverter AC both the manufacturer & distributor service center not answering a proper solution against my complaint. Lot of issues within 5 months,2 years ago,2022-09-10 12:50:40.734151,,,,0,2,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtdGF5UVFREAE,3,,2 years ago,2022-09-10 12:50:40.791546,,,,0,10,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtLWJYNjJRRRAB,5,All Electronics and household appliances available at very reasonable prices. Good service.,2 years ago,2022-09-10 12:50:41.807922,Thank you for your feedback.,2 years ago,2022-09-10 12:50:41.807922,0,352,62,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtdWVlRVd3EAE,1,,2 years ago,2022-09-10 12:50:41.825744,,,,0,,,,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtdWJTWjVRRRAB,5,,2 years ago,2022-09-10 12:50:41.839960,,,,0,2,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtbWZuNEVREAE,4,,2 years ago,2022-09-10 12:50:41.847488,,,,0,19,5,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtaVkyNUZBEAE,5,Customer friendly. Good service.,2 years ago,2022-09-10 12:50:41.857909,Thank you for your feedback.,2 years ago,2022-09-10 12:50:41.857909,0,8,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNta2FuWWJ3EAE,1,,2 years ago,2022-09-10 12:50:41.881831,,,,0,2,1,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtbnRUM21BRRAB,4,,2 years ago,2022-09-10 12:50:41.891844,,,,0,4,3,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtaHZDQ2xBRRAB,1,Very less offers  and once we purchase your products 250/ charging for delivery with In 4km,2 years ago,2022-09-10 12:50:41.893879,"Greetings! We regret the inconvenience caused, Delivery for all showroom are done from our central warehouse which is in virugambakkam. and also compared to other electronic retail we sells the product in less price, so we are unable to bare the delivery charge.",2 years ago,2022-09-10 12:50:41.893879,0,11,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNtbXY3eXVRRRAB,5,,2 years ago,2022-09-10 12:50:41.903999,,,,0,24,11,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNteXJLT0V3EAE,2,,2 years ago,2022-09-10 12:50:41.914347,,,,0,2,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtd28td2V3EAE,5,,2 years ago,2022-09-10 12:50:43.174545,,,,0,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtd3A3VERnEAE,2,"Not so good experience...my dad was sold a fully automatic washing machine incorrectly...he obviously couldnt understand clearly what the sales person was explaining and eventually bought something which was way above our budget and not a something that he intended to buy..when I went the next day requesting an exchange, I was even ready to take two semi automatic washing machine in that price and was ready to pay any extra charges that we may incur but we were only pushed from pillar to post and eventually we had to settle for the fully automatic machine since the technician visited the same day while all these chaos was happening...honestly, had a great regard for this brand but this experience created a big dent...",2 years ago,2022-09-10 12:50:43.189929,"Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to 9940340866, 9840372663. We will check with the concerned teams and get back to you.",2 years ago,2022-09-10 12:50:43.189929,1,127,20,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtM1BQeExBEAE,1,"Very worst staffs and very worst atmosphere ,i have ordered an whirlpool semi automatic washing machine in your shop day before yesterday ,today only they delivered an machine ,the machine was fully damaged and unclean am not satisfacted they shown other sample piece and give me an damaged piece, i called and complained to the staff Varalakshmi about machine and i send a picture to her by whatsapp they seen the picture and dont even reply to me.i called her above 7times they wont pick my call am very disappointed about your service,this is not fair we not buying a machine in seconds,we giving an net cash to u very very worst service pls take a action or otherwise return my amount",2 years ago,2022-09-10 12:50:43.309241,Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to 98403 72663. We will check with the concerned teams and get back to you.,2 years ago,2022-09-10 12:50:43.309241,2,3,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtN0s2ZkdREAE,1,Theyre not well in proper customer welcoming and clearing their doubts only one or two exceptional.,2 years ago,2022-09-10 12:50:43.458872,"Greetings from Vasanth & Co! With reference to your post, we request you to specify your exact requirement, so that we can assist you further. Thank you.",2 years ago,2022-09-10 12:50:43.458872,1,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtMU9iVkl3EAE,5,,2 years ago,2022-09-10 12:50:43.500668,,,,0,51,3,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNtOEoySmFnEAE,5,,2 years ago,2022-09-10 12:50:43.523505,,,,0,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHXzdUM0hBEAE,5,,2 years ago,2022-09-10 12:50:43.537260,,,,0,2,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHdDVqdDRRRRAB,5,,2 years ago,2022-09-10 12:50:43.558827,,,,0,2,6,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHMTRmMHNnRRAB,5,Worthy and reliable,2 years ago,2022-09-10 12:50:43.581227,,,,0,7,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHbDRYeHF3RRAB,3,,2 years ago,2022-09-10 12:50:43.618834,,,,0,4,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHcC15MWRBEAE,4,,2 years ago,2022-09-10 12:50:44.569232,,,,0,38,12,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHbTdHZERBEAE,5,Good,2 years ago,2022-09-10 12:50:44.575251,Thank you for your feedback.,2 years ago,2022-09-10 12:50:44.575251,0,15,,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHODRmelJREAE,4,,2 years ago,2022-09-10 12:50:44.584885,,,,0,9,1,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHMC1udFRBEAE,5,,2 years ago,2022-09-10 12:50:44.607143,,,,0,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHcmUtTC1nRRAB,4,,2 years ago,2022-09-10 12:50:44.616168,,,,0,2,7,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHMWZxMTBnRRAB,5,One of the best place to purchase home appliances.,2 years ago,2022-09-10 12:50:44.629339,Thank you for your feedback.,2 years ago,2022-09-10 12:50:44.629339,1,2,8,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHNVlyWHBnRRAB,1,"Such a scam, worst place to buy food processor Staffs there will branwash you and sell cheap quality products dont listen to them, they will say they send a person for showing demo for the product but no one came, waste of money the product they gave me was cheap quality (butterfly cresta) I regret buying here",2 years ago,2022-09-10 12:50:44.647513,Greetings! We regret the inconvenience caused. Kindly share your invoice number and contact details to complaints@vasanthandco.co We will check with the concerned teams and get back to you.,2 years ago,2022-09-10 12:50:44.647513,1,5,1,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHanJfbXFBRRAB,5,,2 years ago,2022-09-10 12:50:44.724934,,,,0,29,263,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHdHAyN1FBEAE,4,,2 years ago,2022-09-10 12:50:44.757007,,,,0,1,,False,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHMW96ckdBEAE,4,,2 years ago,2022-09-10 12:50:44.781330,,,,0,9,2,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHektlazFnRRAB,5,,2 years ago,2022-09-10 12:50:45.759718,,,,0,,,,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURHak8tMTlBRRAB,3,,2 years ago,2022-09-10 12:50:45.776117,,,,0,57,40,True,,
ChIJRfrP5yFlUjoRt0y33CTERoE,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURHak0yWE13EAE,4,Good modules and variety,2 years ago,2022-09-10 12:50:45.802119,Thank you for your feedback.,2 years ago,2022-09-10 12:50:45.802119,0,295,63,True,,
